protein_id	label	y	cluster	genome_family	host_domain	host_layer	length	split	lofo
PQ453512_172	decoy	0	PQ453512_172				319	train	train
PV036424_55	decoy	0	PV036424_55				376	test	train
PP582179_83	decoy	0	PP582179_83				195	test	train
OR062946_179	decoy	0	OR062946_179				83	train	train
MT740307_166	decoy	0	MT740307_166				94	train	train
JN006064_50	decoy	0	JN006064_50				290	train	train
OP172710_27	decoy	0	OP172710_27				68	test	train
PV941773.1_32	decoy	0	PV941773.1_32				314	val	train
PQ859668_153	decoy	0	PQ859668_153				60	val	train
PX794805.1_15	decoy	0	PX794805.1_15				130	val	train
PP208930_1	decoy	0	PP208930_1				145	test	train
OZ346175_80	decoy	0	OZ346175_80				249	train	train
MK249871_63	decoy	0	MK249871_63				200	train	train
NC_070998_85	decoy	0	NC_070998_85				143	train	train
NC_028955_9	decoy	0	NC_028955_9				245	val	train
NC_048668_63	decoy	0	NC_048668_63				328	train	train
NC_047880_266	decoy	0	NC_047880_266				119	val	train
NC_031026_16	decoy	0	NC_031026_16				450	train	train
PP978858_49	decoy	0	PP978858_49				352	val	train
OX241442_67	decoy	0	OX241442_67				185	train	train
CAWVNJ020000002_15	decoy	0	CAWVNJ020000002_15				225	test	train
NC_073364_23	decoy	0	NC_073364_23				277	test	train
NC_062735_30	decoy	0	NC_062735_30				496	train	train
NC_016571_251	decoy	0	NC_016571_251				303	val	train
MW749010_47	decoy	0	MW749010_47				185	train	train
NC_020083_187	decoy	0	NC_020083_187				152	train	train
OR475272_87	decoy	0	OR475272_87				70	train	train
MT701589_5	decoy	0	MT701589_5				88	train	train
MH517022_161	decoy	0	MH517022_161				88	test	train
NC_048796_64	decoy	0	NC_048796_64				124	train	train
NC_070835_73	decoy	0	NC_070835_73				145	train	train
PP438432_5	decoy	0	PP438432_5				157	train	train
OQ717002_55	decoy	0	OQ717002_55				133	train	train
OP172658_9	decoy	0	OP172658_9				271	train	train
AP018715_187	decoy	0	AP018715_187				316	train	train
MT776806_43	decoy	0	MT776806_43				83	train	train
OQ338184_131	decoy	0	OQ338184_131				481	train	train
NC_048094_32	decoy	0	NC_048094_32				381	test	train
NC_018855_130	decoy	0	NC_018855_130				562	train	train
LR745206_137	decoy	0	LR745206_137				338	test	train
NC_047934_8	decoy	0	NC_047934_8				87	train	train
NC_048106_91	decoy	0	NC_048106_91				337	train	train
NC_031056_100	decoy	0	NC_031056_100				186	test	train
MK392364_14	decoy	0	MK392364_14				1422	train	train
MW364974_10	decoy	0	MW364974_10				110	train	train
NC_024203_61	decoy	0	NC_024203_61				220	val	train
OQ223305_80	decoy	0	OQ223305_80				113	train	train
MK448909_35	decoy	0	MK448909_35				147	train	train
NC_048771_70	decoy	0	NC_048771_70				193	train	train
LR597660_116	decoy	0	LR597660_116				93	test	train
OQ845957_13	decoy	0	OQ845957_13				149	test	train
PX283057_32	decoy	0	PX283057_32				65	train	train
NC_048859_10	decoy	0	NC_048859_10				217	train	train
PV730302_15	decoy	0	PV730302_15				191	train	train
OR544954_180	decoy	0	OR544954_180				121	train	train
ON453902_55	decoy	0	ON453902_55				72	train	train
MW202544_29	decoy	0	MW202544_29				51	test	train
OR354847_49	decoy	0	OR354847_49				96	val	train
JX307705_6	decoy	0	JX307705_6				237	train	train
NC_049929_42	decoy	0	NC_049929_42				99	val	train
NC_028894_136	decoy	0	NC_028894_136				66	train	train
OM471864_76	decoy	0	OM471864_76				94	train	train
PP882867_29	decoy	0	PP882867_29				190	train	train
MT310859_83	decoy	0	MT310859_83				108	test	train
MG592647_15	decoy	0	MG592647_15				296	train	train
PQ221053_25	decoy	0	PQ221053_25				175	train	train
MF360958_331	decoy	0	MF360958_331				147	train	train
OM728297_262	decoy	0	OM728297_262				79	val	train
NC_016655_60	decoy	0	NC_016655_60				518	train	train
PP430345_196	decoy	0	PP430345_196				103	train	train
MT234341_17	decoy	0	MT234341_17				636	test	train
NC_047803_11	decoy	0	NC_047803_11				136	val	train
OP432864_174	decoy	0	OP432864_174				98	train	train
OR845258_46	decoy	0	OR845258_46				160	test	train
PV036412_37	decoy	0	PV036412_37				240	train	train
NC_021779_5	decoy	0	NC_021779_5				110	test	train
OZ196346_1	decoy	0	OZ196346_1				493	val	train
PV287714_90	decoy	0	PV287714_90				323	train	train
NC_054672_68	decoy	0	NC_054672_68				49	train	train
OP413829_30	decoy	0	OP413829_30				327	val	train
NC_070994_9	decoy	0	NC_070994_9				152	train	train
KY653129_42	decoy	0	KY653129_42				105	train	train
OR475270_43	decoy	0	OR475270_43				257	train	train
ON529866_75	decoy	0	ON529866_75				140	val	train
PV915884.1_44	decoy	0	PV915884.1_44				208	val	train
OM373559_55	decoy	0	OM373559_55				59	val	train
MH230874_20	decoy	0	MH230874_20				246	test	train
PV245935_85	decoy	0	PV245935_85				36	train	train
MZ375286_27	decoy	0	MZ375286_27				346	train	train
ON526971_74	decoy	0	ON526971_74				139	train	train
MZ334493_97	decoy	0	MZ334493_97				284	train	train
ON755181_11	decoy	0	ON755181_11				162	val	train
PX071750_158	decoy	0	PX071750_158				146	val	train
ON615601_56	decoy	0	ON615601_56				173	test	train
MH229862_44	decoy	0	MH229862_44				313	train	train
NC_011308_43	decoy	0	NC_011308_43				135	train	train
NC_049408_54	decoy	0	NC_049408_54				76	train	train
OQ427096_227	decoy	0	OQ427096_227				621	train	train
NC_028887_257	decoy	0	NC_028887_257				107	train	train
NC_048754_134	decoy	0	NC_048754_134				613	train	train
NC_070714_21	decoy	0	NC_070714_21				76	train	train
PP083314_206	decoy	0	PP083314_206				54	test	train
OR725122_206	decoy	0	OR725122_206				71	train	train
MN698243_90	decoy	0	MN698243_90				147	train	train
MN988559_223	decoy	0	MN988559_223				816	train	train
OM386654_33	decoy	0	OM386654_33				248	train	train
NC_028767_60	decoy	0	NC_028767_60				359	val	train
MF288920_69	decoy	0	MF288920_69				131	train	train
KJ206563_64	decoy	0	KJ206563_64				86	test	train
PV915902.1_32	decoy	0	PV915902.1_32				144	test	train
PQ389505_110	decoy	0	PQ389505_110				181	train	train
OR296438_7	decoy	0	OR296438_7				175	train	train
PX794802.1_44	decoy	0	PX794802.1_44				296	train	train
NC_071146_35	decoy	0	NC_071146_35				252	train	train
MZ826764_65	decoy	0	MZ826764_65				348	val	train
NC_070912_13	decoy	0	NC_070912_13				147	test	train
OQ921338_136	decoy	0	OQ921338_136				117	val	train
NC_019718_59	decoy	0	NC_019718_59				161	val	train
MT215167_37	decoy	0	MT215167_37				138	test	train
MT952161_51	decoy	0	MT952161_51				367	test	train
PP312928_63	decoy	0	PP312928_63				163	val	train
OP172817_25	decoy	0	OP172817_25				92	test	train
PP926507_70	decoy	0	PP926507_70				285	val	train
OZ038342_54	decoy	0	OZ038342_54				83	train	train
PV558790_156	decoy	0	PV558790_156				404	test	train
PP582757_172	decoy	0	PP582757_172				201	test	train
MT515755_165	decoy	0	MT515755_165				401	test	train
OP926971_45	decoy	0	OP926971_45				141	val	train
OQ790078_10	decoy	0	OQ790078_10				252	train	train
PP502408_30	decoy	0	PP502408_30				240	train	train
MH355584_40	decoy	0	MH355584_40				205	train	train
NC_054636_53	decoy	0	NC_054636_53				52	train	train
MZ936316_15	decoy	0	MZ936316_15				75	val	train
OP764672_64	decoy	0	OP764672_64				355	train	train
NC_031047_165	decoy	0	NC_031047_165				188	train	train
PQ571277_60	decoy	0	PQ571277_60				80	val	train
OL770261_213	decoy	0	OL770261_213				307	train	train
PV915858.1_86	decoy	0	PV915858.1_86				480	test	train
MG835450_50	decoy	0	MG835450_50				60	train	train
PP596836_95	decoy	0	PP596836_95				99	train	train
PV052266_102	decoy	0	PV052266_102				106	train	train
PZ038745.1_27	decoy	0	PZ038745.1_27				69	train	train
AP018399_7	decoy	0	AP018399_7				42	train	train
MK392366_45	decoy	0	MK392366_45				827	train	train
NC_020159_88	decoy	0	NC_020159_88				108	train	train
PP430345_151	decoy	0	PP430345_151				193	train	train
MK433269_48	decoy	0	MK433269_48				143	train	train
PV920659_36	decoy	0	PV920659_36				322	val	train
MH807812_23	decoy	0	MH807812_23				323	val	train
PQ351753_41	decoy	0	PQ351753_41				61	train	train
MN698246_6	decoy	0	MN698246_6				77	train	train
NC_055034_4	decoy	0	NC_055034_4				529	test	train
OP745617_76	decoy	0	OP745617_76				508	train	train
KF787094_17	decoy	0	KF787094_17				468	test	train
NC_048758_70	decoy	0	NC_048758_70				249	train	train
MT889395_73	decoy	0	MT889395_73				952	val	train
LT962907_27	decoy	0	LT962907_27				43	val	train
PP973870_22	decoy	0	PP973870_22				165	val	train
MT498037_20	decoy	0	MT498037_20				146	train	train
OZ035775_25	decoy	0	OZ035775_25				97	train	train
NC_028925_247	decoy	0	NC_028925_247				393	train	train
NC_028762_231	decoy	0	NC_028762_231				195	val	train
PV839592_93	decoy	0	PV839592_93				503	test	train
MT114163_92	decoy	0	MT114163_92				205	val	train
PV340538_56	decoy	0	PV340538_56				248	test	train
BK013346_17	decoy	0	BK013346_17				210	val	train
MF481197_42	decoy	0	MF481197_42				1098	train	train
MK054237_7	decoy	0	MK054237_7				80	train	train
PQ069205_66	decoy	0	PQ069205_66				58	val	train
PP540027_1	decoy	0	PP540027_1				206	val	train
MK719742_59	decoy	0	MK719742_59				77	test	train
OQ921343_136	decoy	0	OQ921343_136				82	train	train
PX673861_177	decoy	0	PX673861_177				75	train	train
AP018399_187	decoy	0	AP018399_187				165	train	train
PV764938_364	decoy	0	PV764938_364				252	test	train
NC_071007_87	decoy	0	NC_071007_87				130	train	train
MF668286_209	decoy	0	MF668286_209				50	train	train
MN585991_7	decoy	0	MN585991_7				471	train	train
PP179334_23	decoy	0	PP179334_23				123	train	train
PX405663_54	decoy	0	PX405663_54				57	train	train
MN276049_75	decoy	0	MN276049_75				253	val	train
NC_024794_251	decoy	0	NC_024794_251				83	test	train
MG640035_59	decoy	0	MG640035_59				243	val	train
PQ474795_5	decoy	0	PQ474795_5				86	test	train
NC_073690_150	decoy	0	NC_073690_150				32	val	train
NC_106233_16	decoy	0	NC_106233_16				302	test	train
PQ642456_23	decoy	0	PQ642456_23				561	test	train
KX550441_10	decoy	0	KX550441_10				485	train	train
NC_055901_11	decoy	0	NC_055901_11				165	train	train
PV784030_28	decoy	0	PV784030_28				425	test	train
DQ838728_29	decoy	0	DQ838728_29				348	test	train
MG592523_1	decoy	0	MG592523_1				124	train	train
OP172671_17	decoy	0	OP172671_17				176	train	train
OP068344_29	decoy	0	OP068344_29				447	train	train
NC_021860_14	decoy	0	NC_021860_14				171	train	train
OL455893_69	decoy	0	OL455893_69				131	train	train
MT024868_28	decoy	0	MT024868_28				133	train	train
NC_023605_47	decoy	0	NC_023605_47				51	test	train
NC_005131_6	decoy	0	NC_005131_6				489	train	train
OL436245_76	decoy	0	OL436245_76				109	train	train
NC_070885_39	decoy	0	NC_070885_39				235	train	train
PV173278_1	decoy	0	PV173278_1				54	train	train
MK494110_62	decoy	0	MK494110_62				447	test	train
OQ240258_28	decoy	0	OQ240258_28				371	train	train
OQ938542_75	decoy	0	OQ938542_75				87	val	train
OQ745668_3	decoy	0	OQ745668_3				130	val	train
AP013547_27	decoy	0	AP013547_27				77	test	train
MK279845_6	decoy	0	MK279845_6				670	train	train
PV069681_8	decoy	0	PV069681_8				199	test	train
MN508817_222	decoy	0	MN508817_222				93	test	train
PQ412846_34	decoy	0	PQ412846_34				677	test	train
PV472050_138	decoy	0	PV472050_138				111	val	train
NC_055956_18	decoy	0	NC_055956_18				72	train	train
OX376641_22	decoy	0	OX376641_22				179	train	train
OZ196213_15	decoy	0	OZ196213_15				51	train	train
MN062719_33	decoy	0	MN062719_33				313	train	train
KY653124_31	decoy	0	KY653124_31				121	test	train
PX106863_8	decoy	0	PX106863_8				200	train	train
OQ129425_100	decoy	0	OQ129425_100				637	train	train
MK448874_31	decoy	0	MK448874_31				80	test	train
NC_055871_23	decoy	0	NC_055871_23				93	test	train
KX349268_131	decoy	0	KX349268_131				702	test	train
PV755395_13	decoy	0	PV755395_13				294	train	train
MK686071_13	decoy	0	MK686071_13				110	test	train
OR756648_31	decoy	0	OR756648_31				181	train	train
PZ196028.1_14	decoy	0	PZ196028.1_14				76	val	train
NC_069151_21	decoy	0	NC_069151_21				479	test	train
LC805022_62	decoy	0	LC805022_62				238	train	train
MW749003_162	decoy	0	MW749003_162				250	train	train
MT446416_86	decoy	0	MT446416_86				175	train	train
OP172719_6	decoy	0	OP172719_6				849	test	train
NC_047934_15	decoy	0	NC_047934_15				152	val	train
OR397123_23	decoy	0	OR397123_23				561	test	train
PP511858_6	decoy	0	PP511858_6				606	train	train
MF185721_49	decoy	0	MF185721_49				239	train	train
PX521586_53	decoy	0	PX521586_53				959	train	train
PQ374832_50	decoy	0	PQ374832_50				170	train	train
NC_021857_21	decoy	0	NC_021857_21				353	train	train
PP146563_13	decoy	0	PP146563_13				58	train	train
MZ592921_38	decoy	0	MZ592921_38				88	train	train
OR003939_14	decoy	0	OR003939_14				162	train	train
PP931175_4	decoy	0	PP931175_4				157	train	train
PP756300_23	decoy	0	PP756300_23				78	test	train
MK620896_86	decoy	0	MK620896_86				75	train	train
PQ189359_11	decoy	0	PQ189359_11				43	test	train
NC_015285_159	decoy	0	NC_015285_159				134	train	train
OQ067374_192	decoy	0	OQ067374_192				102	train	train
PQ785583_15	decoy	0	PQ785583_15				70	train	train
MW218148_236	decoy	0	MW218148_236				454	train	train
MK416017_57	decoy	0	MK416017_57				317	train	train
NC_048170_168	decoy	0	NC_048170_168				162	test	train
PP952733_47	decoy	0	PP952733_47				850	test	train
PQ758391_7	decoy	0	PQ758391_7				427	train	train
PQ659294_58	decoy	0	PQ659294_58				162	test	train
MH572313_3	decoy	0	MH572313_3				154	train	train
NC_071137_19	decoy	0	NC_071137_19				478	train	train
MT457553_16	decoy	0	MT457553_16				180	train	train
KX349326_140	decoy	0	KX349326_140				190	train	train
MK577502_155	decoy	0	MK577502_155				400	train	train
MZ833439_11	decoy	0	MZ833439_11				103	train	train
NC_013697_137	decoy	0	NC_013697_137				89	train	train
NC_048853_7	decoy	0	NC_048853_7				68	train	train
NC_093432_15	decoy	0	NC_093432_15				835	train	train
OQ709223_41	decoy	0	OQ709223_41				853	test	train
PV796109_6	decoy	0	PV796109_6				65	test	train
MF988720_6	decoy	0	MF988720_6				1099	train	train
MK279869_2	decoy	0	MK279869_2				481	test	train
MN013085_32	decoy	0	MN013085_32				287	train	train
MF140421_93	decoy	0	MF140421_93				261	test	train
MZ634348_9	decoy	0	MZ634348_9				1151	train	train
MK249134_1	decoy	0	MK249134_1				558	train	train
MK016492_67	decoy	0	MK016492_67				81	train	train
NC_074756_34	decoy	0	NC_074756_34				670	val	train
MF547662_10	decoy	0	MF547662_10				342	train	train
OM728297_222	decoy	0	OM728297_222				324	val	train
OP272490_30	decoy	0	OP272490_30				135	train	train
PQ287648_53	decoy	0	PQ287648_53				142	val	train
MN850615_198	decoy	0	MN850615_198				176	test	train
MK494124_18	decoy	0	MK494124_18				151	train	train
NC_070847_19	decoy	0	NC_070847_19				63	test	train
MN234206_53	decoy	0	MN234206_53				171	test	train
OR253910_46	decoy	0	OR253910_46				94	train	train
NC_071021_27	decoy	0	NC_071021_27				97	train	train
MN908687_17	decoy	0	MN908687_17				74	test	train
NC_051589_2	decoy	0	NC_051589_2				772	train	train
PV890570_276	decoy	0	PV890570_276				89	train	train
ON287376_58	decoy	0	ON287376_58				933	train	train
OM630589_23	decoy	0	OM630589_23				467	val	train
NC_073084_38	decoy	0	NC_073084_38				381	train	train
ON970626_6	decoy	0	ON970626_6				305	train	train
NC_105138_35	decoy	0	NC_105138_35				347	train	train
ON170342_13	decoy	0	ON170342_13				120	val	train
PP107937_57	decoy	0	PP107937_57				147	val	train
OP870146_223	decoy	0	OP870146_223				64	train	train
MH179470_7	decoy	0	MH179470_7				195	train	train
OP820462_6	decoy	0	OP820462_6				479	train	train
OR420738_11	decoy	0	OR420738_11				111	train	train
KY554763_38	decoy	0	KY554763_38				101	train	train
OR397124_171	decoy	0	OR397124_171				104	train	train
OZ335964.1_13	decoy	0	OZ335964.1_13				308	train	train
MT732462_16	decoy	0	MT732462_16				788	train	train
MT818426_75	decoy	0	MT818426_75				247	train	train
KX495186_68	decoy	0	KX495186_68				100	train	train
OV877765_7	decoy	0	OV877765_7				108	train	train
ON557706_16	decoy	0	ON557706_16				96	test	train
PV295601_8	decoy	0	PV295601_8				93	test	train
OR602862_64	decoy	0	OR602862_64				110	train	train
PQ189390_26	decoy	0	PQ189390_26				343	train	train
MH051265_56	decoy	0	MH051265_56				606	test	train
PV610472_34	decoy	0	PV610472_34				60	train	train
NC_061441_213	decoy	0	NC_061441_213				191	train	train
OR553899_59	decoy	0	OR553899_59				272	test	train
MW882907_42	decoy	0	MW882907_42				300	train	train
NC_055902_46	decoy	0	NC_055902_46				126	train	train
PQ493637_13	decoy	0	PQ493637_13				117	test	train
NC_023561_173	decoy	0	NC_023561_173				603	train	train
NC_017972_152	decoy	0	NC_017972_152				617	train	train
LR025196_5	decoy	0	LR025196_5				1006	train	train
NC_015253_1	decoy	0	NC_015253_1				125	val	train
PV920656_2	decoy	0	PV920656_2				159	val	train
KF279416_31	decoy	0	KF279416_31				346	train	train
PP405127_15	decoy	0	PP405127_15				151	test	train
PV664360_107	decoy	0	PV664360_107				81	train	train
MZ424863_13	decoy	0	MZ424863_13				70	test	train
NC_055028_65	decoy	0	NC_055028_65				58	train	train
NC_055717_17	decoy	0	NC_055717_17				74	train	train
OL615011_128	decoy	0	OL615011_128				290	val	train
MK814750_46	decoy	0	MK814750_46				98	train	train
MG592417_71	decoy	0	MG592417_71				169	train	train
PQ821648_50	decoy	0	PQ821648_50				134	test	train
OR553904_10	decoy	0	OR553904_10				557	train	train
OP413829_5	decoy	0	OP413829_5				895	train	train
OQ599309_75	decoy	0	OQ599309_75				606	val	train
KY065481_24	decoy	0	KY065481_24				162	train	train
OR786095_31	decoy	0	OR786095_31				523	test	train
ON528736_213	decoy	0	ON528736_213				174	train	train
MH015255_33	decoy	0	MH015255_33				245	val	train
MT710307_232	decoy	0	MT710307_232				354	train	train
MZ648035_19	decoy	0	MZ648035_19				554	val	train
PP346802_102	decoy	0	PP346802_102				60	train	train
NC_071007_43	decoy	0	NC_071007_43				244	test	train
OP136151_81	decoy	0	OP136151_81				229	train	train
PV796109_8	decoy	0	PV796109_8				66	val	train
OR253904_45	decoy	0	OR253904_45				83	train	train
PP208924_72	decoy	0	PP208924_72				72	train	train
NC_056724_7	decoy	0	NC_056724_7				118	train	train
OZ035759_127	decoy	0	OZ035759_127				209	train	train
