protein_id,category,host_raw,host_domain,genome_genus,genome_family,protein_length,best_evalue,n_pfam,n_cdd,n_superfamily,cazy_layer,tmhmm_predhel_approx,signal_peptide_approx,genome_completeness,genome_checkv_quality,fold_homolog,mean_plddt,n_pockets,substrate_inferred,novelty,transfer_value,total_score
OX335412_31,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,670,4.10e-08,1,1,0,none,0,yes,91.42,High-quality,,,,未知,0.206,CRKP/PA/AB 临床重点菌,0.5401
MW546074_76,lysin,Staphylococcus,bacteria,Kayvirus,Herelleviridae,211,6.10e-107,1,0,1,none,0,no,97.1,High-quality,,,,未知,0.0,革兰阳性,0.54
NC_047731_87,lysin,Staphylococcus,bacteria,Kayvirus,Herelleviridae,172,6.10e-107,1,0,0,none,0,no,91.39,High-quality,,,,未知,0.0,革兰阳性,0.54
MZ417319_204,lysin,Staphylococcus,bacteria,Unclassified,Herelleviridae,56,6.10e-107,0,0,1,none,0,no,100.0,Complete,,,,未知,0.0,革兰阳性,0.54
PX550014_73,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,210,6.10e-107,1,0,1,none,0,no,90.2,High-quality,,,,未知,0.0,革兰阳性,0.54
LC557520_142,lysin,Staphylococcus,bacteria,Baoshanvirus,Herelleviridae,51,6.10e-107,,,,none,0,no,92.07,High-quality,,,,未知,0.0,革兰阳性,0.54
OQ981145_194,lysin,Staphylococcus,bacteria,Kayvirus,Herelleviridae,118,6.10e-107,0,0,1,none,0,no,92.47,High-quality,,,,未知,0.0,革兰阳性,0.54
MN091625_37,lysin,Staphylococcus,bacteria,Unclassified,Herelleviridae,68,6.10e-107,0,0,1,none,0,no,90.42,High-quality,,,,未知,0.0,革兰阳性,0.54
OR532813_20,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,697,7.10e-09,,,,none,0,no,83.69,Medium-quality,,,,未知,0.304,CRKP/PA/AB 临床重点菌,0.5399
NC_048043_51,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,972,3.90e-08,1,1,0,none,0,no,93.42,High-quality,,,,未知,0.201,CRKP/PA/AB 临床重点菌,0.5395
PP374644_20,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,895,1.20e-08,1,1,0,none,0,no,100.0,Complete,,,,未知,0.178,CRKP/PA/AB 临床重点菌,0.5395
PV067904_17,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,895,1.20e-08,1,1,0,none,0,no,100.0,Complete,,,,未知,0.178,CRKP/PA/AB 临床重点菌,0.5395
PX241558_45,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,895,1.20e-08,1,1,0,none,0,no,100.0,Complete,,,,未知,0.177,CRKP/PA/AB 临床重点菌,0.5394
MZ598515_22,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,846,4.70e-07,,,,none,0,no,94.0,High-quality,,,,未知,0.381,CRKP/PA/AB 临床重点菌,0.5393
NC_009554_32,lysin,Lactobacillus,bacteria,Unclassified,Unclassified,299,3.40e-06,1,1,1,GH25,0,no,61.99,Medium-quality,AF-A0A3G6K3I3-F1,92.1,14,肽聚糖（推断）,0.131,革兰阳性,0.5393
NC_070650_228,depolymerase,Klebsiella,bacteria,Eowynvirus,Chimalliviridae,592,1.30e-15,,,,none,0,yes,100.0,Complete,,,,未知,0.0,CRKP/PA/AB 临床重点菌,0.5392
OM328157_24,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,846,4.70e-07,,,,none,0,no,88.7,Medium-quality,,,,未知,0.38,CRKP/PA/AB 临床重点菌,0.5392
LR757892_55,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,895,1.20e-08,1,1,0,none,0,no,100.0,Complete,,,,未知,0.175,CRKP/PA/AB 临床重点菌,0.5391
OP219460_28,lysin,Yersinia,bacteria,Unclassified,Unclassified,1512,0.00e+00,1,1,1,GH23,0,no,93.94,High-quality,,,,肽聚糖（推断）,0.527,其他革兰阴性/细菌,0.5391
PV357749_6,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,531,2.30e-09,1,0,0,none,0,no,100.0,Complete,,,,未知,0.143,CRKP/PA/AB 临床重点菌,0.539
MT090077_52,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,531,2.30e-09,1,0,0,none,0,no,96.34,High-quality,,,,未知,0.142,CRKP/PA/AB 临床重点菌,0.5389
PV189485_18,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,318,2.60e-06,1,0,0,none,0,yes,95.98,High-quality,,,,未知,0.277,CRKP/PA/AB 临床重点菌,0.5388
OX335411_31,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,895,1.20e-08,1,1,0,none,0,no,93.12,High-quality,,,,未知,0.173,CRKP/PA/AB 临床重点菌,0.5388
MK448979_52,lysin,Streptococcus,bacteria,Unclassified,Unclassified,462,6.20e-07,2,0,2,GH25,0,no,79.56,Medium-quality,AF-A0A6A8UAT0-F1,84.0,18,肽聚糖（推断）,0.043,革兰阳性,0.5388
MZ428226_1,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,640,3.10e-08,1,0,0,none,0,no,91.02,High-quality,,,,未知,0.191,CRKP/PA/AB 临床重点菌,0.5387
OY979469_23,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,853,4.70e-07,,,,none,0,no,92.63,High-quality,,,,未知,0.377,CRKP/PA/AB 临床重点菌,0.5387
PP738767_22,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,846,4.70e-07,,,,none,0,no,94.6,High-quality,,,,未知,0.377,CRKP/PA/AB 临床重点菌,0.5387
PP738770_22,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,846,4.70e-07,,,,none,0,no,94.77,High-quality,,,,未知,0.377,CRKP/PA/AB 临床重点菌,0.5387
OR238371_21,lysin,Streptococcus,bacteria,Unclassified,Unclassified,467,5.60e-08,2,0,2,GH25,0,yes,86.43,Medium-quality,AF-A0AAW7QHW4-F1,83.6,22,肽聚糖（推断）,0.0,革兰阳性,0.5387
PP994489_6,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,531,2.30e-09,1,0,0,none,2,no,94.68,High-quality,,,,未知,0.14,CRKP/PA/AB 临床重点菌,0.5386
OR896853_23,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,895,1.20e-08,1,1,0,none,0,no,92.69,High-quality,,,,未知,0.172,CRKP/PA/AB 临床重点菌,0.5386
PQ859379_30,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,895,1.20e-08,1,1,0,none,0,no,92.43,High-quality,,,,未知,0.171,CRKP/PA/AB 临床重点菌,0.5385
PQ133618_45,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,846,4.70e-07,,,,none,0,no,94.52,High-quality,,,,未知,0.375,CRKP/PA/AB 临床重点菌,0.5384
OR532906_50,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,531,2.30e-09,1,0,0,none,2,no,96.66,High-quality,,,,未知,0.138,CRKP/PA/AB 临床重点菌,0.5383
OY757093_24,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,895,1.20e-08,1,1,0,none,0,no,93.0,High-quality,,,,未知,0.17,CRKP/PA/AB 临床重点菌,0.5383
ON602740_58,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,334,3.50e-15,,,,none,0,no,93.33,High-quality,,,,未知,0.012,CRKP/PA/AB 临床重点菌,0.5382
ON602723_1,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,88,3.50e-15,,,,none,0,yes,100.0,Complete,,,,未知,0.012,CRKP/PA/AB 临床重点菌,0.5382
PQ657812_46,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,530,3.10e-08,1,0,0,none,0,yes,92.85,High-quality,,,,未知,0.187,CRKP/PA/AB 临床重点菌,0.5381
PP627509_19,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,895,1.20e-08,1,1,0,none,0,no,100.0,Complete,,,,未知,0.168,CRKP/PA/AB 临床重点菌,0.538
PV596790_42,lysin,Yersinia,bacteria,Teseptimavirus,Autotranscriptaviridae,1507,0.00e+00,1,1,1,GH23,0,no,91.66,High-quality,,,,肽聚糖（推断）,0.52,其他革兰阴性/细菌,0.538
PV872879_12,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,308,2.10e-06,1,0,0,none,0,no,77.1,Medium-quality,,,,未知,0.266,CRKP/PA/AB 临床重点菌,0.5378
PQ394119_36,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,308,2.10e-06,1,0,0,none,0,no,92.15,High-quality,,,,未知,0.266,CRKP/PA/AB 临床重点菌,0.5378
OY979410_54,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,682,3.10e-10,1,0,0,none,0,no,95.56,High-quality,,,,未知,0.094,CRKP/PA/AB 临床重点菌,0.5375
OX460967_8,lysin,Unspecified,bacteria,Kayfunavirus,Autotranscriptaviridae,1296,1.00e-294,,,,none,0,no,100.0,Complete,,,,未知,0.25,未知,0.5375
OR105946_55,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,895,4.00e-08,1,1,0,none,0,no,100.0,Complete,,,,未知,0.187,CRKP/PA/AB 临床重点菌,0.5374
OX460933_8,lysin,Unspecified,bacteria,Kayfunavirus,Autotranscriptaviridae,1296,2.10e-295,,,,none,0,no,100.0,Complete,,,,未知,0.249,未知,0.5373
OZ035803_45,lysin,Unspecified,bacteria,Kayfunavirus,Autotranscriptaviridae,1296,2.90e-297,,,,none,0,no,93.32,High-quality,,,,未知,0.249,未知,0.5373
PP442062_3,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,308,2.10e-06,1,0,0,none,0,no,94.04,High-quality,,,,未知,0.262,CRKP/PA/AB 临床重点菌,0.5372
PP836776_39,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,318,2.10e-06,1,0,0,none,0,yes,90.25,High-quality,,,,未知,0.262,CRKP/PA/AB 临床重点菌,0.5372
OX335386_31,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,479,4.60e-08,1,0,0,none,0,yes,92.25,High-quality,,,,未知,0.185,CRKP/PA/AB 临床重点菌,0.5367
OZ035813_45,lysin,Unspecified,bacteria,Kayfunavirus,Autotranscriptaviridae,1296,1.40e-296,,,,none,0,no,91.45,High-quality,,,,未知,0.245,未知,0.5367
OZ035821_47,lysin,Unspecified,bacteria,Kayfunavirus,Autotranscriptaviridae,1296,2.40e-297,,,,none,0,no,93.92,High-quality,,,,未知,0.244,未知,0.5366
PQ998984_10,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,531,2.30e-09,1,0,0,none,2,no,93.62,High-quality,,,,未知,0.125,CRKP/PA/AB 临床重点菌,0.5363
NC_028664_48,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,531,2.30e-09,1,0,0,none,2,no,95.07,High-quality,,,,未知,0.125,CRKP/PA/AB 临床重点菌,0.5363
OR532835_50,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,531,2.30e-09,1,0,0,none,2,no,95.49,High-quality,,,,未知,0.125,CRKP/PA/AB 临床重点菌,0.5363
OZ035809_50,lysin,Unspecified,bacteria,Kayfunavirus,Autotranscriptaviridae,1296,1.50e-292,,,,none,0,no,94.23,High-quality,,,,未知,0.242,未知,0.5363
OZ035815_45,lysin,Unspecified,bacteria,Kayfunavirus,Autotranscriptaviridae,1296,2.40e-297,,,,none,0,no,94.52,High-quality,,,,未知,0.242,未知,0.5363
OX461104_8,lysin,Unspecified,bacteria,Kayfunavirus,Autotranscriptaviridae,1296,7.50e-297,,,,none,0,no,100.0,Complete,,,,未知,0.241,未知,0.5362
OZ035732_44,lysin,Unspecified,bacteria,Kayfunavirus,Autotranscriptaviridae,1296,2.40e-297,,,,none,1,no,91.54,High-quality,,,,未知,0.241,未知,0.5362
OZ035755_46,lysin,Unspecified,bacteria,Kayfunavirus,Autotranscriptaviridae,1296,2.90e-297,,,,none,0,no,93.3,High-quality,,,,未知,0.241,未知,0.5362
OQ503491_3,depolymerase,Acinetobacter,bacteria,Drulisvirus,Autoscriptoviridae,308,2.10e-06,1,0,0,none,0,no,91.87,High-quality,,,,未知,0.254,CRKP/PA/AB 临床重点菌,0.536
PV611674_31,lysin,Unspecified,bacteria,Kayfunavirus,Autotranscriptaviridae,1296,2.40e-297,,,,none,0,no,100.0,Complete,,,,未知,0.24,未知,0.536
OZ035739_47,lysin,Unspecified,bacteria,Kayfunavirus,Autotranscriptaviridae,1296,2.40e-297,,,,none,0,no,93.61,High-quality,,,,未知,0.239,未知,0.5359
MZ417341_51,lysin,Staphylococcus,bacteria,Sextaecvirus,Unclassified,460,9.90e-06,3,1,2,none,0,no,78.16,Medium-quality,AF-A0AAW5LSX2-F1,89.7,25,未知,0.286,革兰阳性,0.5358
PQ285366_42,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,531,2.30e-09,1,0,0,none,0,no,100.0,Complete,,,,未知,0.121,CRKP/PA/AB 临床重点菌,0.5357
OR532905_49,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,531,2.30e-09,1,0,0,none,2,no,94.18,High-quality,,,,未知,0.121,CRKP/PA/AB 临床重点菌,0.5357
PP934443_29,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,531,2.30e-09,1,0,0,none,0,no,100.0,Complete,,,,未知,0.121,CRKP/PA/AB 临床重点菌,0.5357
MN830256_24,lysin,Lactobacillus,bacteria,Unclassified,Unclassified,315,5.70e-06,2,1,1,GH25,0,yes,100.0,Complete,AF-D1YH11-F1,90.5,16,肽聚糖（推断）,0.0,革兰阳性,0.5357
OZ035818_48,lysin,Unspecified,bacteria,Kayfunavirus,Autotranscriptaviridae,1296,2.40e-297,,,,none,0,no,93.17,High-quality,,,,未知,0.238,未知,0.5357
OZ035730_48,lysin,Unspecified,bacteria,Kayfunavirus,Autotranscriptaviridae,1296,7.90e-298,,,,none,0,no,94.3,High-quality,,,,未知,0.237,未知,0.5355
OZ035749_45,lysin,Unspecified,bacteria,Kayfunavirus,Autotranscriptaviridae,1296,2.40e-297,,,,none,0,no,91.97,High-quality,,,,未知,0.235,未知,0.5353
MZ417338_92,lysin,Staphylococcus,bacteria,Sextaecvirus,Unclassified,460,9.90e-06,3,1,2,none,0,no,77.99,Medium-quality,AF-A0AAX3W0M3-F1,89.1,30,未知,0.288,革兰阳性,0.5352
OP296941_144,depolymerase,Klebsiella,bacteria,Mydovirus,Unclassified,570,1.90e-08,0,0,1,none,2,no,100.0,Complete,,,,未知,0.291,CRKP/PA/AB 临床重点菌,0.5351
NC_028830_21,lysin,Lactobacillus,bacteria,Iaduovirus,Unclassified,325,1.20e-10,1,0,0,GH(class),0,no,59.76,Medium-quality,AF-A0A0E2LWA2-F1,82.6,15,肽聚糖（推断）,0.0,革兰阳性,0.535
MZ428225_75,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,974,2.40e-08,1,1,0,none,0,no,92.34,High-quality,,,,未知,0.159,CRKP/PA/AB 临床重点菌,0.5346
OL702938_4,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,974,2.40e-08,1,1,0,none,0,no,92.38,High-quality,,,,未知,0.158,CRKP/PA/AB 临床重点菌,0.5345
OR532870_21,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,974,2.40e-08,1,1,0,none,0,no,92.49,High-quality,,,,未知,0.157,CRKP/PA/AB 临床重点菌,0.5343
PV827586_72,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,974,2.40e-08,1,1,0,none,0,no,92.97,High-quality,,,,未知,0.156,CRKP/PA/AB 临床重点菌,0.5342
OY978799_24,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,974,2.40e-08,1,1,0,none,0,no,92.46,High-quality,,,,未知,0.156,CRKP/PA/AB 临床重点菌,0.5342
OR532840_50,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,308,2.10e-06,1,0,0,none,1,no,91.96,High-quality,,,,未知,0.242,CRKP/PA/AB 临床重点菌,0.5342
PP212902_15,lysin,Staphylococcus,bacteria,Andhravirus,Rountreeviridae,282,4.70e-06,2,1,1,none,0,no,100.0,Complete,AF-A0A418HKK3-F1,90.0,20,未知,0.391,革兰阳性,0.5342
PX833376.1_20,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,974,2.40e-08,1,1,0,none,0,no,91.57,High-quality,,,,未知,0.154,CRKP/PA/AB 临床重点菌,0.5339
OL539448_24,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,974,2.40e-08,1,1,0,none,0,no,91.26,High-quality,,,,未知,0.154,CRKP/PA/AB 临床重点菌,0.5339
MW524749_18,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,974,2.40e-08,1,1,0,none,0,no,93.3,High-quality,,,,未知,0.154,CRKP/PA/AB 临床重点菌,0.5339
OY757089_23,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,974,2.40e-08,1,1,0,none,0,no,92.45,High-quality,,,,未知,0.154,CRKP/PA/AB 临床重点菌,0.5339
PP889457_54,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,531,2.30e-09,1,0,0,none,0,no,94.47,High-quality,,,,未知,0.106,CRKP/PA/AB 临床重点菌,0.5335
ON528722_2,lysin,Shigella,bacteria,Teetrevirus,Autotranscriptaviridae,1510,0.00e+00,1,0,1,GH23,0,no,91.57,High-quality,,,,肽聚糖（推断）,0.49,其他革兰阴性/细菌,0.5335
PX915672.1_36,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,972,3.50e-08,1,1,0,none,0,no,86.17,Medium-quality,,,,未知,0.157,CRKP/PA/AB 临床重点菌,0.5333
PQ657787_43,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,972,4.10e-08,1,1,0,none,0,no,93.29,High-quality,,,,未知,0.16,CRKP/PA/AB 临床重点菌,0.5332
PX880622.1_60,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,972,4.10e-08,1,1,0,none,0,no,91.37,High-quality,,,,未知,0.16,CRKP/PA/AB 临床重点菌,0.5332
PZ055538.1_46,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,974,2.40e-08,1,1,0,none,0,no,91.96,High-quality,,,,未知,0.149,CRKP/PA/AB 临床重点菌,0.5331
NC_049842_72,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,972,4.10e-08,1,1,0,none,0,no,91.82,High-quality,,,,未知,0.158,CRKP/PA/AB 临床重点菌,0.5329
OM065840_78,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,673,2.70e-09,,,,none,0,no,100.0,Complete,,,,未知,0.237,CRKP/PA/AB 临床重点菌,0.5327
PX833369.1_22,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,972,3.50e-08,1,1,0,none,0,no,92.4,High-quality,,,,未知,0.153,CRKP/PA/AB 临床重点菌,0.5327
OX335371_31,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,974,2.40e-08,1,1,0,none,0,no,86.68,Medium-quality,,,,未知,0.145,CRKP/PA/AB 临床重点菌,0.5325
NC_028786_73,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,645,3.50e-11,,,,none,0,no,92.21,High-quality,,,,未知,0.152,CRKP/PA/AB 临床重点菌,0.5325
PP836963_71,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,645,3.50e-11,,,,none,0,no,95.21,High-quality,,,,未知,0.152,CRKP/PA/AB 临床重点菌,0.5325
OX335432_30,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,972,4.10e-08,1,1,0,none,0,no,91.6,High-quality,,,,未知,0.155,CRKP/PA/AB 临床重点菌,0.5325
NC_047850_18,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,974,2.40e-08,1,1,0,none,0,no,92.99,High-quality,,,,未知,0.144,CRKP/PA/AB 临床重点菌,0.5324
OR532889_22,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,652,3.50e-11,,,,none,0,no,95.77,High-quality,,,,未知,0.15,CRKP/PA/AB 临床重点菌,0.5322
OQ404738_21,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,973,4.10e-08,1,1,0,none,0,no,93.69,High-quality,,,,未知,0.152,CRKP/PA/AB 临床重点菌,0.532
PQ133626_23,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,555,5.30e-11,0,0,1,none,0,yes,100.0,Complete,,,,未知,0.155,CRKP/PA/AB 临床重点菌,0.5318
OQ507919_40,lysin,Escherichia,bacteria,Rindgevirus,Autotranscriptaviridae,1325,0.00e+00,1,1,1,GH23,0,no,100.0,High-quality,,,,肽聚糖（推断）,0.479,其他革兰阴性/细菌,0.5318
OP611406_91,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,101,3.40e-10,1,0,0,none,0,no,90.45,High-quality,,,,未知,0.057,CRKP/PA/AB 临床重点菌,0.5317
PQ133596_69,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,817,1.10e-07,1,0,0,none,0,no,92.1,High-quality,,,,未知,0.167,CRKP/PA/AB 临床重点菌,0.5314
PQ133624_29,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,972,4.10e-08,1,1,0,none,0,no,90.16,High-quality,,,,未知,0.148,CRKP/PA/AB 临床重点菌,0.5314
MK448880_29,lysin,Streptococcus,bacteria,Unclassified,Aliceevansviridae,332,1.00e-09,1,1,1,GH25,0,no,73.42,Medium-quality,AF-A0A1H9VN36-F1,83.0,16,肽聚糖（推断）,0.012,革兰阳性,0.5313
KY653124_67,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,123,1.30e-16,1,0,0,none,0,no,100.0,Complete,AF-A0AAW7YL89-F1,90.2,23,未知,0.033,革兰阳性,0.5312
PP926511_44,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,577,5.20e-09,0,0,1,none,0,no,94.45,High-quality,,,,未知,0.636,CRKP/PA/AB 临床重点菌,0.5306
PV615260_60,depolymerase,Shigella,bacteria,Webervirus,Drexlerviridae,763,1.70e-08,1,0,0,none,0,no,90.74,High-quality,AF-A0AAW3G0T4-F1,87.6,47,未知,0.149,其他革兰阴性/细菌,0.5305
PX974331.1_1,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,576,5.20e-09,0,0,1,none,0,no,95.67,High-quality,,,,未知,0.634,CRKP/PA/AB 临床重点菌,0.5303
NC_028800_42,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,576,5.20e-09,0,0,1,none,0,no,100.0,Complete,,,,未知,0.633,CRKP/PA/AB 临床重点菌,0.5302
PX872922.1_60,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,781,4.60e-08,1,0,0,none,0,no,92.3,High-quality,,,,未知,0.141,CRKP/PA/AB 临床重点菌,0.5301
PV596791_44,lysin,Yersinia,bacteria,Teseptimavirus,Autotranscriptaviridae,1331,0.00e+00,1,1,1,GH23,0,no,100.0,Complete,,,,肽聚糖（推断）,0.465,其他革兰阴性/细菌,0.5297
PX694420.1_42,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,577,5.20e-09,0,0,1,none,0,no,100.0,Complete,,,,未知,0.629,CRKP/PA/AB 临床重点菌,0.5296
MZ501078_47,lysin,Escherichia,bacteria,Teseptimavirus,Autotranscriptaviridae,1487,0.00e+00,1,1,1,GH23,0,no,91.93,High-quality,,,,肽聚糖（推断）,0.464,其他革兰阴性/细菌,0.5296
OP168920_7,lysin,Yersinia,bacteria,Unclassified,Unclassified,1325,0.00e+00,1,1,1,GH23,0,no,94.03,High-quality,,,,肽聚糖（推断）,0.464,其他革兰阴性/细菌,0.5296
NC_048163_43,lysin,Escherichia,bacteria,Teseptimavirus,Autotranscriptaviridae,1487,0.00e+00,1,1,1,GH23,0,no,100.0,Complete,,,,肽聚糖（推断）,0.463,其他革兰阴性/细菌,0.5294
OZ038331_48,depolymerase,Acinetobacter,bacteria,Unclassified,Unclassified,761,1.10e-12,0,1,0,none,0,no,100.0,Complete,,,,未知,0.064,CRKP/PA/AB 临床重点菌,0.5293
OZ075095_12,depolymerase,Acinetobacter,bacteria,Unclassified,Unclassified,761,1.10e-12,0,1,0,none,0,no,100.0,Complete,,,,未知,0.064,CRKP/PA/AB 临床重点菌,0.5293
OP161219_52,lysin,Yersinia,bacteria,Unclassified,Unclassified,1325,0.00e+00,1,1,1,GH23,0,no,94.67,High-quality,,,,肽聚糖（推断）,0.461,其他革兰阴性/细菌,0.5292
NC_047895_46,lysin,Escherichia,bacteria,Teseptimavirus,Autotranscriptaviridae,1325,0.00e+00,1,1,1,GH23,0,no,100.0,Complete,,,,肽聚糖（推断）,0.461,其他革兰阴性/细菌,0.5292
PV067733_44,depolymerase,Acinetobacter,bacteria,Unclassified,Unclassified,761,1.10e-12,0,1,0,none,0,no,93.52,High-quality,,,,未知,0.059,CRKP/PA/AB 临床重点菌,0.5286
ON995367_42,lysin,Pectobacterium,bacteria,Unyawovirus,Autotranscriptaviridae,1329,0.00e+00,1,1,1,GH23,0,no,91.68,High-quality,,,,肽聚糖（推断）,0.456,其他革兰阴性/细菌,0.5284
PQ850620_47,lysin,Escherichia,bacteria,Unclassified,Unclassified,1325,0.00e+00,1,1,1,GH23,0,no,92.61,High-quality,,,,肽聚糖（推断）,0.456,其他革兰阴性/细菌,0.5284
OU509535_285,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,1180,3.90e-10,1,0,0,none,0,no,100.0,Complete,,,,未知,0.037,CRKP/PA/AB 临床重点菌,0.5283
MN871449_244,depolymerase,Serratia,bacteria,Unclassified,Unclassified,740,6.90e-16,1,0,2,none,0,no,99.65,High-quality,,,,未知,0.181,其他革兰阴性/细菌,0.5282
MK618657_46,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,833,3.10e-08,1,0,0,none,0,no,90.84,High-quality,,,,未知,0.12,CRKP/PA/AB 临床重点菌,0.5281
NC_028774_23,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,833,3.10e-08,1,0,0,none,0,no,90.77,High-quality,,,,未知,0.12,CRKP/PA/AB 临床重点菌,0.5281
PQ850595_47,lysin,Escherichia,bacteria,Unclassified,Unclassified,1325,0.00e+00,1,1,1,GH23,0,no,94.24,High-quality,,,,肽聚糖（推断）,0.453,其他革兰阴性/细菌,0.5279
PQ657827_46,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,833,3.10e-08,1,0,0,none,0,no,92.84,High-quality,,,,未知,0.118,CRKP/PA/AB 临床重点菌,0.5278
PQ657832_46,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,833,3.10e-08,1,0,0,none,0,no,92.84,High-quality,,,,未知,0.118,CRKP/PA/AB 临床重点菌,0.5278
